Student_ID,Age,Gender,Parental_Education,Study_Hours_Per_Week,Attendance_Rate,Past_Exam_Score,Internal_Assessment_Score,Assignment_Completion_Rate,Tutoring_Classes,Internet_Access,Extracurricular_Activities,Sleep_Hours_Per_Day,Final_Score,Performance_Category,Passed,Attendance_Group,Study_Hours_Group,Risk_Level,Grade_Point
STU1765,18,Female,High School,17.8,90.2,49.4,24.1,82.0,No,Yes,No,8.1,63.3,Pass,Yes,Excellent (>85%),High (>16 hrs),Moderate Risk,6.33
STU1766,19,Female,Bachelor,30.7,73.5,61.5,30.8,68.4,No,No,Yes,6.0,59.5,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.95
STU1767,20,Male,High School,14.4,53.4,63.2,31.3,56.4,No,Yes,Yes,7.2,59.6,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,5.96
STU1768,21,Male,High School,17.7,94.2,35.1,12.0,90.9,Yes,Yes,Yes,7.5,59.4,Pass,Yes,Excellent (>85%),High (>16 hrs),Moderate Risk,5.94
STU1769,19,Male,Bachelor,19.7,85.4,62.2,25.6,87.8,Yes,Yes,No,5.6,64.0,Pass,Yes,Excellent (>85%),High (>16 hrs),Moderate Risk,6.4
STU1770,21,Male,High School,18.3,83.8,75.1,30.6,69.7,No,Yes,Yes,8.1,72.0,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.2
STU1771,18,Male,Master,7.6,82.7,63.1,28.2,78.4,Yes,Yes,Yes,6.8,66.7,Merit,Yes,Good (75-85%),Low (<8 hrs),Low Risk,6.67
STU1772,21,Female,Master,24.2,92.8,68.6,30.9,75.6,Yes,Yes,Yes,7.6,81.8,Distinction,Yes,Excellent (>85%),High (>16 hrs),Low Risk,8.18
STU1773,18,Male,Diploma,22.4,40.0,71.8,27.5,47.4,No,No,No,8.6,53.3,Pass,Yes,Critical (<65%),High (>16 hrs),High Risk,5.33
STU1774,19,Male,Diploma,13.8,81.7,60.2,25.6,84.9,No,Yes,Yes,7.8,63.2,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.32
STU1775,20,Male,Diploma,7.9,93.1,75.2,35.9,82.4,Yes,Yes,Yes,6.9,76.3,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,7.63
STU1776,18,Female,Master,13.0,74.2,85.4,36.2,80.6,No,No,Yes,9.1,67.7,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,6.77
STU1777,18,Male,Bachelor,5.0,68.9,43.7,19.0,70.8,No,Yes,Yes,7.0,49.7,At-Risk,No,Moderate (65-75%),Low (<8 hrs),High Risk,4.97
STU1778,20,Male,High School,25.8,79.9,60.2,33.0,84.6,Yes,No,No,7.1,65.6,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,6.56
STU1779,20,Female,Diploma,9.1,52.6,97.6,50.0,62.0,No,Yes,Yes,6.8,75.2,Merit,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,7.52
STU1780,20,Female,Diploma,11.0,67.2,67.4,22.8,59.1,Yes,No,Yes,5.7,55.7,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.57
STU1781,20,Male,Master,24.9,95.8,64.5,29.4,81.7,No,Yes,No,5.5,77.5,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.75
STU1782,19,Female,High School,23.4,82.7,61.4,37.8,75.8,Yes,Yes,Yes,6.4,76.1,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.61
STU1783,19,Male,High School,15.2,57.6,82.8,38.9,53.7,No,Yes,Yes,5.9,66.1,Merit,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,6.61
STU1784,19,Male,Master,27.7,62.5,51.9,23.4,63.6,Yes,Yes,Yes,6.7,60.7,Pass,Yes,Critical (<65%),High (>16 hrs),Moderate Risk,6.07
STU1785,18,Male,Master,7.5,86.6,78.0,39.7,80.0,No,Yes,No,7.9,76.8,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,7.68
STU1786,21,Male,Bachelor,15.2,92.3,61.1,28.3,93.7,Yes,No,No,6.6,65.7,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.57
STU1787,19,Female,Diploma,7.5,74.3,54.5,27.0,70.7,No,Yes,No,7.2,58.7,Pass,Yes,Moderate (65-75%),Low (<8 hrs),Moderate Risk,5.87
STU1788,19,Male,Bachelor,21.7,83.3,61.8,27.1,84.0,No,Yes,No,6.4,67.2,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,6.72
STU1789,19,Male,Bachelor,21.3,86.9,64.4,29.7,89.7,Yes,Yes,No,9.8,73.9,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.39
STU1790,22,Female,High School,28.6,94.0,58.0,27.6,93.3,No,Yes,No,8.7,68.2,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,6.82
STU1791,18,Female,Bachelor,12.8,78.9,80.6,39.3,69.4,Yes,Yes,No,6.7,81.6,Distinction,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,8.16
STU1792,19,Male,High School,32.5,97.5,54.6,23.1,88.2,No,Yes,Yes,7.3,71.7,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.17
STU1793,19,Female,Diploma,7.2,89.8,67.0,28.5,79.8,Yes,No,Yes,5.5,62.1,Pass,Yes,Excellent (>85%),Low (<8 hrs),Moderate Risk,6.21
STU1794,20,Male,Master,12.5,56.4,72.5,25.9,57.5,No,Yes,No,6.8,57.4,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,5.74
STU1795,18,Female,Diploma,7.3,84.6,66.8,28.7,76.4,No,Yes,No,6.3,69.0,Merit,Yes,Good (75-85%),Low (<8 hrs),Low Risk,6.9
STU1796,21,Female,Master,14.2,90.5,75.8,37.4,89.9,No,Yes,No,7.8,74.2,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.42
STU1797,21,Female,High School,7.7,83.3,58.9,28.1,77.4,Yes,Yes,No,6.0,64.6,Pass,Yes,Good (75-85%),Low (<8 hrs),Moderate Risk,6.46
STU1798,19,Male,Diploma,21.7,74.6,73.7,29.7,72.7,No,Yes,No,8.8,69.4,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,6.94
STU1799,20,Male,Bachelor,16.3,43.1,74.1,26.7,59.8,No,Yes,Yes,6.9,58.8,Pass,Yes,Critical (<65%),High (>16 hrs),High Risk,5.88
STU1800,21,Male,Bachelor,6.8,74.2,78.6,34.9,63.1,No,Yes,Yes,6.0,69.8,Merit,Yes,Moderate (65-75%),Low (<8 hrs),Low Risk,6.98
STU1801,20,Male,Diploma,19.3,74.6,38.6,20.6,72.0,Yes,Yes,No,7.0,53.7,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.37
STU1802,18,Male,Master,26.7,83.1,72.1,30.8,83.7,No,Yes,Yes,7.8,80.7,Distinction,Yes,Good (75-85%),High (>16 hrs),Low Risk,8.07
STU1803,19,Female,High School,17.1,74.8,77.6,29.9,65.4,Yes,Yes,No,7.6,68.0,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,6.8
STU1804,20,Male,Master,5.7,87.2,59.2,24.6,83.3,Yes,Yes,No,7.2,64.5,Pass,Yes,Excellent (>85%),Low (<8 hrs),Moderate Risk,6.45
STU1805,19,Male,High School,11.9,49.2,57.3,26.9,49.2,No,Yes,No,8.0,47.2,At-Risk,No,Critical (<65%),Medium (8-16 hrs),High Risk,4.72
STU1806,20,Female,Master,18.2,97.5,55.2,29.2,95.6,Yes,Yes,Yes,7.9,76.8,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.68
STU1807,21,Male,Diploma,11.3,88.2,50.6,21.9,78.3,No,Yes,No,7.9,63.1,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.31
STU1808,21,Female,Bachelor,7.1,95.6,74.3,37.1,83.5,No,Yes,Yes,6.7,79.4,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,7.94
STU1809,19,Male,Bachelor,23.0,73.9,96.9,46.9,73.7,No,Yes,Yes,6.7,88.7,Distinction,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,8.87
STU1810,18,Male,High School,11.0,87.4,57.2,21.6,74.9,No,Yes,No,6.8,57.0,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.7
STU1811,23,Male,Master,26.7,83.4,58.5,30.7,74.1,No,Yes,Yes,6.5,70.3,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.03
STU1812,21,Male,High School,9.7,74.5,65.2,30.4,70.5,No,Yes,Yes,7.1,60.5,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,6.05
STU1813,18,Female,High School,10.7,68.6,42.6,14.9,65.1,No,Yes,Yes,7.0,42.2,At-Risk,No,Moderate (65-75%),Medium (8-16 hrs),High Risk,4.22
STU1814,21,Male,Bachelor,9.3,72.8,55.3,31.0,71.5,No,Yes,No,8.8,59.3,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.93
STU1815,21,Female,High School,11.8,77.9,64.2,28.5,76.5,Yes,No,Yes,6.4,63.9,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.39
STU1816,19,Male,High School,16.2,69.4,52.5,16.8,69.9,Yes,Yes,No,5.9,53.0,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.3
STU1817,19,Male,Diploma,7.3,98.3,81.8,34.3,91.9,Yes,Yes,No,7.7,71.0,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,7.1
STU1818,19,Female,Bachelor,6.6,86.4,46.9,17.8,76.6,No,No,No,7.1,44.8,At-Risk,No,Excellent (>85%),Low (<8 hrs),High Risk,4.48
STU1819,18,Male,High School,4.5,40.0,77.6,32.5,45.0,No,Yes,No,6.2,57.8,Pass,Yes,Critical (<65%),Low (<8 hrs),High Risk,5.78
STU1820,19,Female,Bachelor,4.2,71.9,85.6,37.0,75.5,Yes,Yes,Yes,7.9,68.4,Merit,Yes,Moderate (65-75%),Low (<8 hrs),Low Risk,6.84
STU1821,20,Female,Bachelor,5.7,79.8,70.3,30.7,82.9,No,No,Yes,6.7,59.3,Pass,Yes,Good (75-85%),Low (<8 hrs),Moderate Risk,5.93
STU1822,18,Female,Bachelor,9.6,74.8,63.1,27.4,67.5,No,No,Yes,8.7,55.0,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.5
STU1823,19,Female,Master,14.1,76.3,68.4,30.4,71.6,No,Yes,Yes,6.0,67.7,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,6.77
STU1824,19,Male,Bachelor,15.7,56.3,58.8,28.5,59.4,No,Yes,No,6.4,58.5,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,5.85
STU1825,19,Male,Bachelor,13.7,83.9,36.5,13.8,79.4,Yes,Yes,Yes,7.1,55.0,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,5.5
STU1826,21,Male,Diploma,25.2,83.9,51.3,27.2,81.9,Yes,No,Yes,8.5,63.2,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,6.32
STU1827,19,Female,High School,29.2,66.3,64.8,24.9,57.2,Yes,No,No,6.2,58.8,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.88
STU1828,19,Female,Bachelor,11.0,86.7,51.8,25.5,85.1,Yes,Yes,No,7.4,67.0,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.7
STU1829,20,Male,Master,7.4,76.3,59.2,32.4,64.6,Yes,Yes,No,5.7,60.7,Pass,Yes,Good (75-85%),Low (<8 hrs),Moderate Risk,6.07
STU1830,19,Female,Bachelor,33.5,90.2,71.7,31.6,82.5,No,Yes,No,8.0,80.2,Distinction,Yes,Excellent (>85%),High (>16 hrs),Low Risk,8.02
STU1831,18,Male,High School,22.6,53.3,67.0,30.8,63.9,Yes,Yes,No,6.3,68.9,Merit,Yes,Critical (<65%),High (>16 hrs),High Risk,6.89
STU1832,19,Female,Diploma,21.8,96.7,79.8,32.5,86.7,Yes,Yes,No,7.7,87.7,Distinction,Yes,Excellent (>85%),High (>16 hrs),Low Risk,8.77
STU1833,18,Male,Bachelor,9.4,61.3,69.1,29.3,55.9,Yes,Yes,Yes,7.7,60.8,Pass,Yes,Critical (<65%),Medium (8-16 hrs),Moderate Risk,6.08
STU1834,18,Female,Bachelor,19.5,70.8,69.9,36.9,79.3,No,Yes,No,5.0,64.9,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,6.49
STU1835,19,Female,Bachelor,13.8,67.3,55.0,27.4,74.9,No,Yes,No,7.2,59.1,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.91
STU1836,19,Male,Bachelor,12.3,66.4,46.4,22.3,71.9,No,Yes,Yes,6.4,52.9,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.29
STU1837,21,Male,High School,12.3,80.7,59.2,19.9,74.7,Yes,Yes,Yes,7.5,62.8,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.28
STU1838,19,Male,Master,16.5,40.0,54.8,22.2,45.0,Yes,Yes,No,6.0,55.3,Pass,Yes,Critical (<65%),High (>16 hrs),High Risk,5.53
STU1839,19,Male,Bachelor,25.6,90.5,62.7,34.3,92.2,Yes,Yes,No,6.4,77.3,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.73
STU1840,20,Male,High School,34.9,85.1,50.1,24.0,80.2,Yes,Yes,Yes,8.3,68.9,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,6.89
STU1841,18,Female,Diploma,10.3,62.1,76.8,36.4,70.5,No,No,Yes,8.2,64.4,Pass,Yes,Critical (<65%),Medium (8-16 hrs),Moderate Risk,6.44
STU1842,20,Female,Master,14.2,61.8,54.8,25.3,60.1,No,Yes,No,5.9,52.8,Pass,Yes,Critical (<65%),Medium (8-16 hrs),Moderate Risk,5.28
STU1843,18,Female,Master,12.2,80.7,59.9,24.8,73.2,No,Yes,No,9.0,61.2,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.12
STU1844,22,Male,Diploma,16.0,88.1,64.7,30.3,91.4,No,Yes,Yes,4.2,65.6,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.56
STU1845,18,Female,High School,11.4,73.4,80.7,31.0,71.8,No,No,Yes,7.2,58.9,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.89
STU1846,19,Female,High School,32.0,62.4,89.6,34.7,56.5,Yes,Yes,No,5.6,67.7,Merit,Yes,Critical (<65%),High (>16 hrs),Low Risk,6.77
STU1847,18,Male,Diploma,8.8,95.8,90.6,38.2,81.5,No,Yes,Yes,7.4,82.3,Distinction,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,8.23
STU1848,23,Female,Bachelor,10.3,55.6,47.1,21.9,58.6,Yes,Yes,No,6.7,52.4,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,5.24
STU1849,19,Female,Bachelor,9.5,82.3,59.8,21.4,68.5,No,Yes,Yes,5.9,54.4,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,5.44
STU1850,19,Male,Bachelor,11.9,77.9,57.1,26.1,73.8,Yes,No,Yes,6.2,62.0,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.2
STU1851,18,Male,Bachelor,6.0,96.6,70.2,28.1,86.0,No,Yes,Yes,6.1,66.9,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,6.69
STU1852,20,Male,High School,9.6,76.9,69.3,28.2,79.4,No,Yes,Yes,7.1,59.6,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,5.96
STU1853,18,Male,High School,15.9,93.7,56.8,30.1,82.7,No,Yes,Yes,8.1,67.1,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.71
STU1854,21,Female,Diploma,15.8,90.9,55.7,25.2,93.3,Yes,Yes,Yes,9.2,63.0,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.3
STU1855,18,Female,High School,14.6,63.5,51.0,19.8,58.1,Yes,Yes,No,6.8,52.2,Pass,Yes,Critical (<65%),Medium (8-16 hrs),Moderate Risk,5.22
STU1856,18,Female,High School,24.5,77.4,30.0,14.2,76.0,Yes,No,Yes,7.3,46.1,At-Risk,No,Good (75-85%),High (>16 hrs),High Risk,4.61
STU1857,18,Male,Bachelor,16.2,72.0,46.8,15.9,62.2,No,No,No,8.3,43.8,At-Risk,No,Moderate (65-75%),High (>16 hrs),High Risk,4.38
STU1858,19,Male,Bachelor,24.1,81.8,77.1,36.0,81.9,No,Yes,Yes,6.5,78.9,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.89
STU1859,19,Female,Bachelor,34.9,70.2,85.5,42.4,79.0,No,Yes,No,6.1,79.8,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,7.98
STU1860,18,Female,Bachelor,19.8,56.8,83.9,40.1,66.1,Yes,Yes,Yes,9.1,69.5,Merit,Yes,Critical (<65%),High (>16 hrs),High Risk,6.95
STU1861,20,Male,Bachelor,6.0,95.7,77.7,42.5,88.1,No,Yes,Yes,6.8,77.4,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,7.74
STU1862,19,Male,Bachelor,14.9,76.1,50.8,16.1,73.0,Yes,Yes,No,7.2,61.7,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.17
STU1863,19,Female,High School,13.8,92.5,48.5,22.3,91.5,Yes,Yes,No,5.2,58.7,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.87
STU1864,19,Male,Master,26.7,63.5,39.6,13.1,73.2,Yes,Yes,No,6.4,57.1,Pass,Yes,Critical (<65%),High (>16 hrs),Moderate Risk,5.71
STU1865,19,Male,High School,12.1,92.3,56.8,25.0,94.4,No,Yes,No,9.1,58.5,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.85
STU1866,19,Female,High School,8.2,82.3,66.2,29.8,75.5,Yes,Yes,No,7.5,69.1,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,6.91
STU1867,18,Male,Diploma,9.9,76.4,50.9,30.9,83.3,Yes,Yes,Yes,7.0,69.0,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,6.9
STU1868,18,Male,Master,6.1,85.2,71.0,31.7,72.8,No,Yes,No,8.5,66.0,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,6.6
STU1869,21,Male,Master,2.0,70.8,74.1,33.1,64.6,Yes,Yes,No,5.2,63.0,Pass,Yes,Moderate (65-75%),Low (<8 hrs),Moderate Risk,6.3
STU1870,22,Male,Bachelor,32.1,93.5,58.4,29.8,77.2,No,No,No,6.5,69.0,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,6.9
STU1871,19,Female,Bachelor,13.0,85.8,46.2,20.6,75.5,No,Yes,No,9.5,53.5,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.35
STU1872,19,Male,Bachelor,6.5,71.4,84.3,44.3,75.3,No,No,Yes,6.9,70.1,Merit,Yes,Moderate (65-75%),Low (<8 hrs),Low Risk,7.01
STU1873,20,Male,Master,27.9,79.2,65.5,31.8,82.5,Yes,Yes,Yes,6.9,74.9,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.49
STU1874,19,Female,Bachelor,30.2,80.5,92.2,44.4,81.9,Yes,Yes,No,8.3,90.6,Distinction,Yes,Good (75-85%),High (>16 hrs),Low Risk,9.06
STU1875,18,Female,Master,14.0,77.5,66.3,23.3,76.9,No,Yes,No,8.4,70.5,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,7.05
STU1876,18,Female,Diploma,5.8,96.1,67.3,37.2,87.5,No,No,No,5.6,66.9,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,6.69
STU1877,20,Male,Diploma,10.0,93.3,51.5,20.9,89.5,Yes,Yes,No,7.5,56.4,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.64
STU1878,20,Male,Bachelor,11.4,95.3,59.1,26.6,84.5,Yes,No,Yes,8.9,63.0,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.3
STU1879,18,Female,High School,13.2,84.8,43.2,17.2,86.2,Yes,Yes,Yes,6.3,56.6,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,5.66
STU1880,18,Female,Master,7.0,76.5,46.2,17.2,77.1,No,Yes,Yes,6.6,51.4,Pass,Yes,Good (75-85%),Low (<8 hrs),Moderate Risk,5.14
STU1881,18,Male,Diploma,20.6,58.7,75.4,29.7,65.0,No,Yes,No,7.0,64.5,Pass,Yes,Critical (<65%),High (>16 hrs),High Risk,6.45
STU1882,20,Male,Master,3.3,68.9,61.0,27.8,68.9,Yes,Yes,No,7.8,62.3,Pass,Yes,Moderate (65-75%),Low (<8 hrs),Moderate Risk,6.23
STU1883,18,Male,Diploma,22.2,81.0,59.1,19.7,84.4,No,No,Yes,5.4,54.0,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,5.4
STU1884,18,Female,Bachelor,24.5,86.5,54.6,23.7,75.6,No,Yes,No,4.0,60.8,Pass,Yes,Excellent (>85%),High (>16 hrs),Moderate Risk,6.08
STU1885,20,Female,Diploma,10.6,73.1,59.6,30.5,68.8,No,Yes,Yes,7.2,63.2,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,6.32
STU1886,18,Male,Bachelor,12.4,87.6,80.9,38.6,86.9,Yes,Yes,Yes,8.3,75.5,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.55
STU1887,20,Male,Diploma,26.1,77.2,67.0,31.7,73.9,Yes,Yes,No,6.7,72.5,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.25
STU1888,18,Female,Master,17.8,75.8,48.5,18.7,80.8,Yes,Yes,Yes,6.3,62.0,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,6.2
STU1889,18,Female,Bachelor,10.8,64.0,79.4,30.2,61.7,No,Yes,No,6.8,65.2,Merit,Yes,Critical (<65%),Medium (8-16 hrs),Low Risk,6.52
STU1890,18,Male,High School,11.5,92.5,89.2,43.8,82.1,No,Yes,No,8.8,78.4,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.84
STU1891,20,Female,Master,16.6,72.5,71.9,30.8,78.5,No,Yes,No,6.3,67.1,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,6.71
STU1892,21,Female,Diploma,30.7,81.9,77.5,34.6,76.6,Yes,Yes,Yes,7.6,77.9,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.79
STU1893,21,Male,Diploma,11.6,62.5,82.1,36.3,64.1,Yes,Yes,No,5.7,74.0,Merit,Yes,Critical (<65%),Medium (8-16 hrs),Low Risk,7.4
STU1894,19,Female,High School,10.6,78.2,41.8,21.2,71.4,Yes,Yes,No,5.8,49.2,At-Risk,No,Good (75-85%),Medium (8-16 hrs),High Risk,4.92
STU1895,20,Male,Master,13.1,60.2,91.1,47.4,57.7,No,Yes,No,7.9,73.6,Merit,Yes,Critical (<65%),Medium (8-16 hrs),Low Risk,7.36
STU1896,18,Female,Diploma,13.2,90.5,80.4,41.3,86.5,Yes,Yes,No,8.8,82.4,Distinction,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,8.24
STU1897,19,Female,High School,15.1,88.4,71.8,24.1,74.3,Yes,Yes,Yes,8.0,70.2,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.02
STU1898,21,Female,Master,12.4,65.5,63.2,27.4,73.4,No,Yes,Yes,4.7,52.0,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.2
STU1899,18,Female,Bachelor,22.9,65.4,46.3,16.1,71.4,Yes,Yes,No,6.5,58.5,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.85
STU1900,18,Male,High School,7.8,99.8,60.4,30.5,83.7,No,Yes,No,7.3,66.2,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,6.62
STU1901,18,Female,Bachelor,16.0,73.8,71.3,32.1,75.5,Yes,Yes,Yes,7.1,73.1,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,7.31
STU1902,18,Female,Master,16.3,86.2,49.5,24.4,82.4,No,Yes,Yes,4.9,57.8,Pass,Yes,Excellent (>85%),High (>16 hrs),Moderate Risk,5.78
STU1903,18,Male,High School,8.2,89.7,64.0,27.4,76.5,No,Yes,No,5.6,63.9,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.39
STU1904,19,Female,Bachelor,15.9,69.3,48.4,18.1,64.0,No,Yes,Yes,6.1,53.9,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.39
STU1905,19,Female,Bachelor,16.5,94.5,59.6,23.8,84.3,No,Yes,Yes,6.9,66.9,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,6.69
STU1906,21,Male,Bachelor,2.3,69.3,46.1,15.4,72.5,No,No,Yes,4.9,38.1,At-Risk,No,Moderate (65-75%),Low (<8 hrs),High Risk,3.81
STU1907,20,Female,Diploma,7.4,79.2,44.6,15.6,78.2,No,Yes,Yes,7.7,49.0,At-Risk,No,Good (75-85%),Low (<8 hrs),High Risk,4.9
STU1908,19,Female,Bachelor,27.1,79.9,69.8,26.2,76.6,No,Yes,No,6.9,69.5,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,6.95
STU1909,19,Male,High School,9.3,73.0,56.9,22.0,76.5,No,Yes,Yes,5.9,55.5,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.55
STU1910,19,Female,Bachelor,6.5,95.1,58.2,22.4,91.7,Yes,Yes,Yes,7.2,67.6,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,6.76
STU1911,19,Male,High School,4.1,56.8,56.1,26.6,62.1,Yes,Yes,Yes,5.4,55.7,Pass,Yes,Critical (<65%),Low (<8 hrs),High Risk,5.57
STU1912,19,Male,Diploma,7.0,77.8,98.0,45.3,80.2,Yes,Yes,Yes,6.9,84.5,Distinction,Yes,Good (75-85%),Low (<8 hrs),Low Risk,8.45
STU1913,20,Male,High School,12.2,95.9,73.5,34.5,83.8,No,Yes,No,5.0,68.8,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.88
STU1914,19,Female,Bachelor,6.2,69.9,75.0,37.9,76.6,No,Yes,Yes,5.2,67.1,Merit,Yes,Moderate (65-75%),Low (<8 hrs),Low Risk,6.71
STU1915,19,Female,Diploma,17.9,89.3,54.1,24.1,84.8,No,No,No,6.5,59.3,Pass,Yes,Excellent (>85%),High (>16 hrs),Moderate Risk,5.93
STU1916,19,Male,Diploma,8.1,52.0,72.1,29.7,62.8,Yes,Yes,Yes,6.2,58.2,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,5.82
STU1917,19,Male,Diploma,15.2,59.6,61.8,35.5,62.6,No,Yes,Yes,7.4,59.8,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,5.98
